Table 5--Sorghum: Supply and disappearance (million bushels),,,,,,,,,,,,
,,,,,,,,,,,,
Mkt year and qtr 1/,,Supply,,,,Disappearance,,,,,,
,,,,,,Domestic use,,,,,,
,,Beginning stocks,Production,Imports,Total supply 2/,"Food, alcohol, and industrial use",Seed use,Feed and residual use,Total domestic use 2/,Exports,Total disappearance 2/,Ending stocks
1975/76,Q1 Sep-Nov,65,754,0.00,820,2,,167,169,66,236,584
,Q2 Dec-Feb,584,,,584,2,,187,189,72,261,323
,Q3 Mar-May,323,,,323,3,1.60,123,128,41,169,154
,Q4 Jun-Aug,154,,,154,2,0.70,17,19,52,72,82
,MY Sep-Aug,65,754,0.00,820,9,2.30,494,505,232,737,82
,,,,,,,,,,,,
1976/77,Q1 Sep-Nov,82,711,,793,2,,143,145,62,207,586
,Q2 Dec-Feb,586,,,586,2,,142,144,81,225,361
,Q3 Mar-May,361,,,361,3,1.40,100,104,61,166,196
,Q4 Jun-Aug,196,,,196,2,0.60,26,29,50,78,117
,MY Sep-Aug,82,711,,793,9,2.00,411,422,254,676,117
,,,,,,,,,,,,
1977/78,Q1 Sep-Nov,117,781,,898,2,,139,141,43,184,714
,Q2 Dec-Feb,714,,,714,2,,154,156,74,230,484
,Q3 Mar-May,484,,,484,3,1.40,101,105,60,165,319
,Q4 Jun-Aug,319,,0.02,319,2,0.60,54,57,46,103,216
,MY Sep-Aug,117,781,0.02,898,9,2.00,448,459,223,682,216
,,,,,,,,,,,,
1978/79,Q1 Sep-Nov,216,731,,948,2,,174,176,35,211,736
,Q2 Dec-Feb,736,,,736,3,,177,179,65,245,492
,Q3 Mar-May,492,,0.00,492,3,1.30,115,119,50,169,322
,Q4 Jun-Aug,322,,,322,2,0.50,72,75,39,114,208
,MY Sep-Aug,216,731,0.00,948,10,1.80,538,550,190,740,208
,,,,,,,,,,,,
1979/80,Q1 Sep-Nov,208,807,,"1,015",3,,185,187,72,259,756
,Q2 Dec-Feb,756,,,756,3,,174,177,103,280,476
,Q3 Mar-May,476,,0.00,476,3,1.40,102,106,92,199,278
,Q4 Jun-Aug,278,,,278,2,0.60,35,37,62,100,178
,MY Sep-Aug,208,807,0.00,"1,015",10,2.00,495,508,330,837,178
,,,,,,,,,,,,
1980/81,Q1 Sep-Nov,178,579,0.01,757,2,,139,141,67,209,549
,Q2 Dec-Feb,549,,0.00,549,3,,107,109,76,185,363
,Q3 Mar-May,363,,0.00,363,2,1.40,107,111,68,179,185
,Q4 Jun-Aug,185,,,185,2,0.60,-30,-28,82,54,130
,MY Sep-Aug,178,579,0.01,757,9,2.00,323,334,293,627,130
,,,,,,,,,,,,
1981/82,Q1 Sep-Nov,130,876,,"1,006",2,,134,136,78,214,793
,Q2 Dec-Feb,793,,,793,3,,171,173,80,253,539
,Q3 Mar-May,539,,,539,2,1.40,109,113,47,160,380
,Q4 Jun-Aug,380,,0.02,380,2,0.60,3,6,55,61,319
,MY Sep-Aug,130,876,0.02,"1,006",9,2.00,417,428,260,688,319
,,,,,,,,,,,,
1982/83,Q1 Sep-Nov,319,835,0.05,"1,154",2,,168,170,58,228,926
,Q2 Dec-Feb,926,,0.00,926,2,,166,169,72,241,685
,Q3 Mar-May,685,,,685,2,0.90,119,122,34,156,529
,Q4 Jun-Aug,529,,,529,2,0.90,41,44,46,90,439
,MY Sep-Aug,319,835,0.05,"1,154",8,1.80,495,505,210,715,439
,,,,,,,,,,,,
1983/84,Q1 Sep-Nov,439,488,,927,2,,125,127,67,195,732
,Q2 Dec-Feb,732,,,732,2,,126,128,72,200,532
,Q3 Mar-May,532,,,532,2,1.10,105,108,55,163,369
,Q4 Jun-Aug,369,,0.14,369,2,1.20,28,31,50,82,288
,MY Sep-Aug,439,488,0.14,927,8,2.30,385,395,244,639,288
,,,,,,,,,,,,
1984/85,Q1 Sep-Nov,288,866,0.12,"1,154",4,,210,214,86,300,854
,Q2 Dec-Feb,854,,,854,5,,201,206,87,293,561
,Q3 Mar-May,561,,,561,4,1.50,131,136,64,200,361
,Q4 Jun-Aug,361,,,361,3,0.50,-3,0,60,60,300
,MY Sep-Aug,288,866,0.12,"1,154",15,2.00,539,557,297,854,300
,,,,,,,,,,,,
1985/86,Q1 Sep-Nov,300,"1,120",0.00,"1,421",8,,230,238,70,308,"1,112"
,Q2 Dec-Feb,"1,112",,,"1,112",8,,233,241,43,284,829
,Q3 Mar-May,829,,,829,7,1.20,164,172,27,198,630
,Q4 Jun-Aug,630,,0.00,630,4,0.50,37,41,38,79,551
,MY Sep-Aug,300,"1,120",0.00,"1,421",26,1.70,664,692,178,870,551
,,,,,,,,,,,,
1986/87,Q1 Sep-Nov,551,939,0.01,"1,490",1,,182,183,47,231,"1,259"
,Q2 Dec-Feb,"1,259",,,"1,259",1,,184,185,56,242,"1,018"
,Q3 Mar-May,"1,018",,,"1,018",2,1.00,129,132,51,183,835
,Q4 Jun-Aug,835,,,835,1,0.60,46,48,44,92,743
,MY Sep-Aug,551,939,0.01,"1,490",5,1.60,541,548,198,747,743
,,,,,,,,,,,,
1987/88,Q1 Sep-Nov,743,731,,"1,474",2,,174,176,46,222,"1,252"
,Q2 Dec-Feb,"1,252",,,"1,252",4,,174,178,63,241,"1,011"
,Q3 Mar-May,"1,011",,,"1,011",4,0.80,121,126,77,203,808
,Q4 Jun-Aug,808,,0.01,808,7,0.50,92,99,46,145,663
,MY Sep-Aug,743,731,0.01,"1,474",18,1.30,561,580,232,811,663
,,,,,,,,,,,,
1988/89,Q1 Sep-Nov,663,577,0.00,"1,239",7,,170,177,64,242,998
,Q2 Dec-Feb,998,,0.02,998,5,,174,179,93,273,725
,Q3 Mar-May,725,,,725,2,0.80,84,86,80,166,559
,Q4 Jun-Aug,559,,,559,2,0.70,45,47,72,119,440
,MY Sep-Aug,663,577,0.02,"1,239",16,1.50,472,490,310,800,440
,,,,,,,,,,,,
1989/90,Q1 Sep-Nov,440,615,,"1,055",5,,180,185,94,279,776
,Q2 Dec-Feb,776,,,776,4,,176,181,81,262,514
,Q3 Mar-May,514,,0.12,514,5,0.70,92,97,81,179,335
,Q4 Jun-Aug,335,,0.11,335,4,0.60,60,65,51,115,220
,MY Sep-Aug,440,615,0.23,"1,055",19,1.30,508,528,307,835,220
,,,,,,,,,,,,
1990/91,Q1 Sep-Nov,220,573,0.01,793,5,,219,224,57,281,512
,Q2 Dec-Feb,512,,,512,5,,113,118,61,179,333
,Q3 Mar-May,333,,0.06,333,3,0.75,30,34,77,111,222
,Q4 Jun-Aug,222,,0.00,222,2,0.65,39,41,38,79,143
,MY Sep-Aug,220,573,0.07,793,16,1.40,401,418,233,651,143
,,,,,,,,,,,,
1991/92,Q1 Sep-Nov,143,585,,727,5,,226,231,46,277,450
,Q2 Dec-Feb,450,,,450,5,,86,91,108,199,251
,Q3 Mar-May,251,,0.00,251,3,1.07,31,36,105,141,110
,Q4 Jun-Aug,110,,0.01,110,2,0.62,23,25,32,57,53
,MY Sep-Aug,143,585,0.01,727,15,1.69,366,383,291,674,53
,,,,,,,,,,,,
1992/93,Q1 Sep-Nov,53,875,,928,6,,261,267,56,324,604
,Q2 Dec-Feb,604,,0.01,604,6,,63,68,101,170,434
,Q3 Mar-May,434,,0.00,434,4,0.60,78,82,87,170,265
,Q4 Jun-Aug,265,,0.01,265,2,0.70,55,58,32,90,175
,MY Sep-Aug,53,875,0.01,928,18,1.30,457,476,277,753,175
,,,,,,,,,,,,
1993/94,Q1 Sep-Nov,175,534,,709,6,,218,224,39,263,446
,Q2 Dec-Feb,446,,0.01,446,6,,103,110,60,170,276
,Q3 Mar-May,276,,,276,4,0.80,80,84,64,148,128
,Q4 Jun-Aug,128,,0.00,128,2,0.40,40,42,38,81,48
,MY Sep-Aug,175,534,0.01,709,19,1.20,440,460,202,662,48
,,,,,,,,,,,,
1994/95,Q1 Sep-Nov,48,646,,693,7,,200,207,64,271,422
,Q2 Dec-Feb,422,,,422,8,,73,81,61,142,281
